timestamp,value_0,value_1,value_2,value_3,value_4,value_5,value_6,value_7,value_8,value_9,value_10,value_11,value_12,value_13,value_14,value_15,value_16,value_17,value_18,value_19,value_20,value_21,value_22,value_23,value_24,value_25,value_26,value_27,value_28,value_29,value_30,value_31,value_32,value_33,value_34,value_35,value_36,value_37,value_38,value_39,value_40,value_41,value_42,value_43,value_44,value_45,value_46,value_47,value_48,value_49,value_50,value_51,value_52,value_53,value_54,value_55,value_56,value_57,value_58,value_59,value_60,value_61,value_62,value_63,value_64,value_65
2025-06-04 13:09:24,139885.4,140241.2,34211.0,34225.8,34227.2,31659.1,31669.3,31699.5,43638.7,43594.5,43626.8,35838.4,35823.2,35784.7,242201.6,242637.7,3665.1,3656.6,2467.3,2174873.8,2468.0,1100.1,1100.0,1100.1,5559.9,5556.9,5552.6,2401.4,2402.1,2402.3,5974.4,5974.2,11274.5,11274.6,7852.0,7853.0,7852.6,2042.3,2041.6,2042.0,14773.5,14764.8,14759.7,5510.5,5512.8,5509.0,61144.5,61216.2,2294790.2,2314040.5,6842.8,6835.8,6830.0,4006.1,4005.4,4005.1,1100.4,1100.4,1100.4,3159.4,3157.8,3158.4,7274.6,7273.5,27.49,33.700001
2025-06-04 13:09:26,139778.2,139569.2,33857.7,33866.6,33886.7,31421.4,31412.9,31431.4,43544.0,43505.9,43498.7,35499.2,35522.1,35531.3,242142.3,241910.1,3656.8,3648.6,2461.4,2236381.2,2461.1,1100.1,1100.1,1100.1,5461.3,5460.1,5456.7,2387.9,2388.2,2388.5,5956.2,5956.4,11211.5,11209.9,7844.3,7845.8,7844.8,2033.1,2032.8,2032.9,14638.4,14645.9,14624.1,5468.9,5469.0,5475.2,60698.7,60812.1,2311335.2,2371881.2,6777.9,6771.9,6767.2,4000.8,3999.9,4000.6,1100.4,1100.4,1100.4,3141.3,3140.3,3140.4,7254.8,7254.4,27.51,33.720001
2025-06-04 13:09:28,139821.1,139437.9,33585.3,33597.8,33626.4,31261.5,31241.8,31213.6,43382.2,43420.4,43400.2,35313.7,35295.4,35288.1,243404.7,242201.6,3650.6,3641.7,2455.7,2208072.2,2455.3,1100.1,1100.1,1100.0,5378.8,5375.7,5370.4,2374.4,2375.1,2375.3,5940.7,5939.5,11144.0,11145.5,7832.5,7830.7,7831.9,2017.4,2017.0,2017.2,14447.9,14448.1,14451.0,5403.5,5404.1,5403.2,60305.1,60348.4,2235538.2,2260676.0,6656.5,6650.7,6646.2,3990.6,3990.1,3990.1,1100.4,1100.4,1100.3,3106.8,3104.7,3106.2,7222.3,7222.3,27.48,33.720001
2025-06-04 13:09:30,139125.4,139454.3,33187.4,33172.0,33167.1,30874.5,30863.4,30864.1,43171.1,43168.4,43224.0,34947.1,34947.7,34885.7,240824.4,241850.9,3640.3,3632.1,2447.7,2164554.8,2447.7,1100.1,1100.1,1100.1,5289.2,5288.2,5286.5,2363.6,2364.0,2364.2,5930.7,5929.8,11089.2,11085.0,7816.7,7818.7,7817.1,2006.6,2006.2,2006.8,14330.3,14328.2,14330.5,5356.5,5358.9,5357.9,59917.2,59985.4,2186500.0,2226725.2,6569.0,6562.5,6559.3,3984.1,3984.0,3984.0,1100.4,1100.3,1100.4,3087.6,3086.6,3087.1,7207.0,7204.6,27.51,33.669998
2025-06-04 13:09:32,138959.1,139125.4,32950.2,32952.5,32964.3,30652.4,30672.2,30646.2,43086.7,43062.0,43087.1,34734.2,34697.2,34692.2,241275.2,240961.4,3635.8,3627.6,2443.5,2144983.2,2443.3,1100.1,1100.1,1100.1,5257.5,5256.0,5253.8,2358.6,2359.1,2360.2,5927.3,5926.0,11077.9,11074.2,7816.4,7814.3,7814.3,2002.7,2002.5,2002.4,14278.4,14281.3,14288.5,5344.4,5349.5,5354.9,59773.0,59772.4,2392452.5,2325838.0,6539.0,6533.3,6529.9,3982.3,3981.5,3981.5,1100.4,1100.4,1100.4,3083.9,3082.8,3083.4,7203.9,7203.1,27.48,33.709999
2025-06-04 13:09:34,138426.9,138845.1,32867.2,32882.7,32883.6,30627.2,30624.3,30637.9,43037.7,43024.3,43003.2,34649.4,34658.5,34657.5,240594.7,241123.1,3634.2,3626.1,2441.6,2154724.8,2441.2,1100.1,1100.1,1100.0,5225.3,5225.5,5225.5,2353.5,2354.0,2354.6,5921.1,5921.8,11065.0,11062.0,7813.4,7814.1,7815.6,1998.1,1998.3,1998.9,14255.1,14265.7,14263.5,5337.9,5340.5,5339.8,59655.9,59761.8,2301915.8,2213015.5,6508.7,6503.7,6500.6,3981.3,3980.4,3980.4,1100.4,1100.4,1100.4,3082.8,3082.3,3083.3,7203.5,7202.4,27.51,33.68
2025-06-04 13:09:36,138765.5,138988.4,32894.3,32888.3,32912.1,30631.3,30640.9,30648.3,43042.9,43009.6,42996.2,34675.3,34675.6,34642.3,241015.3,241304.6,3635.3,3627.3,2442.1,2238069.0,2442.0,1100.1,1100.1,1100.1,5241.7,5240.1,5239.5,2354.8,2355.1,2355.9,5923.5,5924.1,11069.7,11068.0,7809.1,7812.6,7812.4,1998.7,1998.2,1999.0,14270.2,14277.0,14275.0,5337.4,5339.0,5337.8,59639.7,59701.3,2221720.2,2255517.8,6497.6,6492.1,6490.5,3980.5,3979.7,3980.0,1100.4,1100.4,1100.4,3081.9,3081.0,3081.3,7199.3,7200.7,27.52,33.669998
2025-06-04 13:09:38,138985.1,138885.8,32887.0,32900.4,32888.3,30649.0,30629.6,30634.4,43042.9,42990.7,42995.8,34663.5,34666.8,34679.3,239201.9,240932.0,3636.8,3629.4,2443.6,2131875.8,2443.5,1100.1,1100.1,1100.0,5275.5,5276.1,5274.5,2358.8,2359.1,2360.0,5927.8,5928.7,11093.5,11092.8,7816.1,7816.7,7816.4,2002.8,2002.6,2003.3,14290.2,14303.0,14297.6,5352.4,5358.2,5357.3,59853.3,59944.4,2253803.5,2276731.2,6531.5,6527.3,6525.8,3983.3,3982.9,3982.8,1100.4,1100.4,1100.4,3092.7,3093.0,3093.0,7209.0,7210.4,27.48,33.669998
2025-06-04 13:09:40,138367.1,139125.4,33013.8,33013.8,33007.8,30754.8,30784.5,30771.9,43044.4,43068.1,43079.7,34787.4,34771.5,34768.3,239995.8,241034.9,3638.5,3630.2,2444.8,2150817.5,2444.6,1100.1,1100.1,1100.1,5276.0,5274.0,5271.2,2358.0,2358.8,2359.5,5925.2,5923.7,11082.5,11085.6,7818.5,7819.4,7819.3,1999.6,1999.2,1999.6,14254.6,14266.6,14265.4,5339.4,5345.6,5345.6,59862.7,59875.7,2338217.2,2246547.0,6534.9,6538.6,6545.7,3986.7,3986.2,3987.7,1100.4,1100.4,1100.4,3122.7,3124.2,3126.4,7240.7,7240.3,27.49,33.650002
2025-06-04 13:09:42,139243.0,139672.8,33557.9,33551.4,33553.0,31236.8,31253.6,31251.0,43248.2,43224.0,43255.6,35223.8,35223.6,35208.7,240063.8,241969.3,3649.0,3640.6,2453.1,2243148.0,2453.4,1100.1,1100.1,1100.0,5411.1,5410.5,5412.2,2378.7,2378.8,2379.7,5951.0,5950.1,11174.3,11169.6,7830.9,7833.4,7830.7,2018.8,2018.3,2018.6,14491.4,14490.1,14479.2,5422.6,5423.2,5429.1,60482.1,60382.6,2175671.2,2295678.5,6675.1,6667.6,6661.8,3994.7,3994.0,3994.1,1100.4,1100.4,1100.4,3122.7,3121.2,3122.0,7230.9,7233.6,27.52,33.669998
2025-06-04 13:09:44,139086.2,139192.4,33402.1,33401.0,33428.3,31167.3,31175.5,31135.4,43269.8,43296.1,43278.4,35171.5,35140.0,35172.5,242162.1,242752.0,3647.5,3639.0,2451.4,2238914.0,2451.5,1100.1,1100.1,1100.1,5353.2,5347.8,5342.5,2368.8,2369.1,2369.6,5935.9,5934.1,11124.4,11122.5,7825.1,7826.6,7827.2,2009.2,2008.8,2008.8,14354.7,14347.8,14350.6,5372.9,5371.0,5369.8,59965.1,60042.9,2290359.5,2264128.5,6582.4,6574.5,6571.3,3987.3,3986.5,3986.7,1100.4,1100.4,1100.4,3096.8,3095.5,3095.8,7208.7,7207.7,27.49,33.639999
