ch1,ch2,ch3,ch4,ch5,ch6,ch7,ch8,ch9,ch10,ch11,ch12,ch13,ch14,ch15,ch16,ch17,ch18,ch19,ch20,ch21,ch22,ch23,ch24,ch25,ch26,ch27,ch28,ch29,ch30,ch31,ch32,ch33,ch34,ch35,ch36,ch37,ch38,ch39,ch40,ch41,ch42,ch43,ch44,ch45,ch46,ch47,ch48,ch49,ch50,ch51,ch52,ch53,ch54,ch55,ch56,ch57,ch58,ch59,ch60,ch61,ch62,ch63,ch64,humidity,temperature,class
142527.3,142886.4,35651.6,35664.3,35636.2,36143.6,36162.6,36222.0,45251.9,45282.9,45234.6,38935.5,38909.9,38912.2,246219.8,246368.1,3821.0,3812.8,2584.8,2229236.0,2584.8,1100.1,1100.1,1100.1,6242.4,6240.7,6241.6,2575.7,2577.0,2577.9,6224.9,6224.4,11600.5,11604.3,8111.4,8111.8,8110.3,2082.5,2082.6,2083.4,15275.0,15291.2,15307.9,5694.0,5699.0,5704.6,62919.4,62909.7,2301022.8,2350728.5,7906.5,7900.3,7898.9,4264.9,4265.1,4264.7,1100.4,1100.4,1100.4,3493.0,3492.2,3492.7,7623.1,7621.7,33.700001,27.450001,ammonia
142833.0,143299.1,36002.4,36019.5,36027.3,36494.4,36539.5,36554.8,45401.3,45381.9,45409.8,39199.9,39148.3,39211.6,247664.8,247231.0,3825.4,3817.3,2589.0,2192157.2,2588.5,1100.1,1100.1,1100.1,6264.4,6262.8,6263.4,2577.6,2578.6,2578.7,6224.5,6223.9,11607.8,11612.1,8119.1,8118.4,8118.1,2081.8,2082.0,2082.3,15265.8,15282.5,15277.7,5691.0,5691.3,5693.1,62879.7,62933.8,2293015.8,2351660.5,7901.5,7895.3,7892.2,4265.7,4264.7,4265.3,1100.4,1100.4,1100.4,3490.3,3490.4,3490.0,7619.8,7620.4,33.700001,27.43,ammonia
142590.8,143055.3,36021.1,36019.3,36021.3,36528.0,36495.5,36566.2,45440.1,45457.9,45403.7,39188.7,39223.8,39248.0,247344.5,247545.8,3828.5,3820.5,2590.9,2172483.8,2591.8,1100.1,1100.1,1100.0,6334.6,6336.4,6337.8,2587.9,2588.8,2589.7,6236.3,6235.2,11660.6,11668.6,8120.4,8122.6,8125.7,2091.2,2091.4,2091.7,15414.7,15404.4,15415.5,5727.1,5729.4,5730.4,63175.8,63143.4,2325838.0,2281109.5,7969.7,7961.4,7956.3,4270.2,4269.4,4270.1,1100.4,1100.4,1100.4,3503.0,3502.7,3503.5,7633.3,7628.8,33.689999,27.43,ammonia
143098.5,143583.8,36057.7,36047.1,36035.2,36566.2,36580.5,36610.4,45328.6,45430.0,45378.8,39324.4,39229.1,39258.4,247262.0,246798.8,3827.5,3818.8,2590.4,2188920.8,2591.1,1100.1,1100.1,1100.0,6289.3,6289.5,6290.8,2582.0,2582.5,2583.1,6228.3,6225.7,11614.8,11617.3,8117.0,8117.7,8118.4,2085.6,2085.4,2085.7,15320.2,15309.9,15311.6,5704.2,5705.2,5709.5,62996.7,63022.9,2238914.0,2261538.5,7925.5,7918.4,7915.1,4267.7,4266.8,4268.1,1100.4,1100.4,1100.4,3498.4,3499.3,3502.0,7632.5,7631.2,33.669998,27.450001,ammonia
142728.1,143257.6,36228.5,36205.8,36260.2,36779.1,36762.6,36801.0,45479.4,45520.6,45534.8,39486.9,39488.2,39513.3,246989.0,246419.3,3833.7,3825.4,2596.5,2148480.0,2595.7,1100.1,1100.1,1100.1,6360.2,6357.2,6353.6,2589.6,2589.9,2590.7,6234.2,6232.4,11651.4,11649.1,8126.1,8124.8,8125.4,2091.0,2090.6,2090.8,15375.8,15387.9,15378.2,5728.1,5728.2,5733.3,63066.1,63036.6,2294790.2,2323105.0,8006.8,8004.0,8006.0,4274.7,4275.0,4275.5,1100.4,1100.4,1100.4,3527.6,3527.6,3529.2,7647.3,7646.8,33.73,27.42,ammonia
143126.1,142988.0,36445.4,36490.2,36479.6,36953.5,36952.8,36936.3,45560.4,45589.5,45606.0,39653.5,39620.1,39581.2,246973.6,246578.1,3834.7,3826.5,2597.1,2203969.5,2596.7,1100.1,1100.1,1100.1,6376.4,6373.9,6370.2,2592.5,2593.0,2593.4,6237.1,6237.2,11650.5,11646.1,8124.0,8128.3,8130.1,2093.2,2092.9,2093.0,15367.7,15371.3,15378.0,5736.8,5740.0,5739.1,63086.3,62892.1,2230913.2,2364788.0,7989.2,7980.2,7976.6,4273.0,4272.9,4272.4,1100.4,1100.4,1100.4,3504.0,3503.7,3505.6,7634.8,7633.8,33.73,27.43,ammonia
142795.2,142977.7,36173.2,36185.7,36221.6,36736.3,36719.6,36718.5,45461.2,45529.6,45502.3,39336.9,39303.2,39329.2,246219.8,251883.8,3830.6,3822.5,2592.9,2150037.8,2592.9,1100.1,1100.0,1100.0,6302.8,6299.9,6296.1,2583.0,2583.6,2583.8,6226.9,6226.7,11608.7,11610.6,8117.4,8116.8,8118.8,2085.5,2085.1,2085.3,15305.0,15304.1,15301.2,5687.4,5687.8,5689.8,62860.0,62814.4,2249102.5,2239759.8,7909.2,7903.0,7898.1,4268.9,4268.5,4268.1,1100.4,1100.4,1100.4,3484.1,3483.7,3483.2,7614.8,7614.5,33.669998,27.450001,ammonia
142786.5,143005.3,35820.4,35781.3,35787.1,36326.7,36347.2,36401.0,45309.0,45351.4,45321.2,38971.7,38968.0,39011.4,247019.9,245842.0,3821.4,3813.2,2584.7,2309535.0,2584.4,1100.1,1100.1,1100.0,6183.8,6179.0,6177.1,2567.3,2567.9,2568.2,6211.5,6210.8,11549.5,11547.1,8108.4,8109.3,8109.8,2072.0,2071.3,2071.8,15138.9,15142.4,15139.4,5633.1,5634.8,5633.6,62311.5,62343.7,2423244.5,2367147.8,7795.2,7787.3,7782.9,4262.0,4261.6,4261.9,1100.4,1100.4,1100.4,3462.4,3462.1,3463.9,7598.3,7599.6,33.669998,27.42,ammonia
142499.9,142872.6,35603.9,35592.7,35627.6,36212.0,36193.4,36215.4,45207.3,45224.1,45250.5,38865.9,38886.6,38890.2,245262.4,247030.2,3819.1,3811.0,2583.1,2163765.0,2583.1,1100.1,1100.0,1100.1,6192.0,6192.6,6193.3,2569.5,2570.3,2570.9,6216.1,6216.8,11571.7,11576.9,8105.4,8108.1,8106.1,2074.9,2074.9,2075.3,15205.6,15191.7,15211.1,5645.1,5649.7,5656.0,62521.0,62560.9,2221720.2,2347936.8,7857.5,7847.7,7847.6,4266.0,4266.5,4265.8,1100.4,1100.4,1100.4,3483.7,3483.0,3484.2,7615.1,7612.9,33.66,27.459999,ammonia
142120.7,142984.6,35857.3,35906.2,35843.1,36471.5,36441.4,36444.6,45351.0,45337.5,45317.5,39017.8,39018.1,39024.9,247820.0,246742.3,3822.9,3814.4,2585.7,2246547.0,2586.3,1100.1,1100.1,1100.1,6219.9,6218.0,6216.0,2571.6,2572.5,2572.6,6219.1,6219.2,11585.8,11591.8,8108.8,8111.2,8111.1,2077.2,2077.3,2078.4,15249.5,15272.4,15284.0,5677.2,5682.8,5689.8,62827.3,62825.7,2300130.2,2240605.5,7940.8,7944.9,7949.6,4273.7,4273.9,4273.6,1100.4,1100.4,1100.4,3509.9,3508.5,3507.8,7631.0,7630.0,33.650002,27.450001,ammonia
142692.0,143233.4,36039.9,36021.1,35995.0,36595.8,36622.9,36610.4,45419.7,45431.9,45406.5,39258.9,39245.4,39252.8,246819.4,247535.5,3828.2,3819.7,2590.0,2135714.2,2589.4,1100.1,1100.0,1100.0,6229.3,6223.2,6216.3,2572.2,2572.1,2572.3,6217.5,6215.8,11577.1,11575.8,8110.1,8107.0,8105.3,2073.5,2073.4,2073.9,15178.1,15175.8,15171.5,5645.7,5648.4,5649.5,62550.1,62629.4,2208072.2,2186500.0,7834.8,7828.5,7824.5,4265.6,4264.9,4264.9,1100.4,1100.4,1100.4,3474.6,3473.6,3474.7,7606.1,7604.4,33.689999,27.43,ammonia
142264.0,142577.1,35670.7,35679.1,35666.1,36240.1,36254.2,36267.8,45271.4,45287.7,45255.2,38880.7,38884.2,38914.4,245709.6,246752.6,3821.3,3813.4,2584.6,2231752.8,2584.7,1100.1,1100.0,1100.0,6195.3,6194.0,6191.8,2569.1,2569.9,2570.1,6218.7,6218.3,11572.3,11569.8,8109.9,8106.6,8106.3,2073.6,2073.6,2074.0,15187.7,15191.7,15192.3,5652.3,5652.4,5654.5,62683.4,62560.9,2278480.5,2324926.2,7840.9,7834.0,7832.6,4266.3,4265.3,4265.4,1100.4,1100.4,1100.4,3482.8,3482.0,3483.4,7611.6,7611.2,33.720001,27.43,ammonia
142494.8,143268.0,35813.5,35814.3,35740.9,36397.1,36389.1,36462.8,45330.3,45347.7,45327.6,39048.9,39080.1,39054.1,246973.6,246953.0,3825.4,3816.9,2587.7,2161005.5,2588.4,1100.1,1100.1,1100.0,6266.9,6264.4,6268.1,2578.4,2579.2,2580.1,6227.2,6227.5,11615.0,11617.9,8114.1,8119.3,8115.6,2082.1,2082.3,2082.9,15287.4,15291.0,15293.3,5681.7,5691.2,5691.4,62915.4,62931.1,2290359.5,2315847.8,7912.4,7904.6,7900.3,4270.8,4269.8,4269.8,1100.4,1100.4,1100.4,3494.4,3494.8,3496.6,7627.8,7626.5,33.75,27.42,ammonia
142702.3,142568.5,36008.7,36023.3,36027.8,36570.1,36598.3,36582.8,45361.3,45440.1,45439.8,39257.6,39257.6,39243.9,246891.3,246578.1,3828.3,3820.4,2589.8,2181674.0,2590.6,1100.1,1100.1,1100.0,6318.8,6320.8,6322.9,2586.1,2587.1,2587.9,6236.7,6237.5,11643.3,11644.9,8119.4,8121.1,8118.6,2088.7,2088.3,2088.6,15373.4,15380.7,15374.9,5714.7,5720.0,5718.7,63086.3,63155.9,2225889.5,2306391.8,7997.2,7989.7,7990.5,4277.1,4276.2,4276.8,1100.4,1100.4,1100.4,3518.4,3517.4,3518.8,7640.8,7643.4,33.740002,27.41,ammonia
143292.2,143855.5,36676.9,36649.6,36676.9,37179.8,37206.1,37226.4,45680.2,45652.1,45681.6,39787.7,39816.7,39866.5,247220.7,247040.5,3840.9,3832.8,2601.7,2225054.5,2602.0,1100.1,1100.1,1100.0,6449.0,6447.0,6448.0,2603.0,2602.9,2602.2,6251.5,6252.2,11686.8,11688.6,8136.2,8133.4,8134.1,2098.8,2099.2,2099.5,15506.6,15511.1,15512.5,5761.6,5758.9,5765.8,63624.6,63448.1,2158645.8,2217566.8,8090.0,8084.5,8082.5,4283.7,4283.7,4283.9,1100.4,1100.4,1100.4,3539.7,3539.0,3538.8,7657.3,7656.5,33.759998,27.43,ammonia
143285.3,143641.2,36517.4,36499.2,36467.6,37012.6,37039.7,37042.5,45637.3,45675.5,45654.2,39708.9,39691.5,39655.6,247525.2,246973.6,3837.9,3829.6,2600.0,2248250.0,2599.7,1100.1,1100.0,1100.1,6384.2,6382.6,6380.8,2596.0,2596.1,2596.1,6242.0,6241.8,11635.2,11635.5,8129.8,8128.0,8126.1,2090.1,2089.7,2089.6,15365.3,15363.5,15348.2,5714.1,5715.6,5715.5,63051.0,63038.6,2246547.0,2217566.8,7978.0,7969.1,7964.4,4276.8,4276.0,4275.9,1100.4,1100.4,1100.4,3506.2,3505.2,3506.9,7632.9,7629.5,33.799999,27.43,ammonia
142960.5,143413.5,36129.8,36116.0,36124.8,36682.0,36691.8,36707.6,45493.7,45518.4,45508.0,39349.2,39370.9,39374.2,246608.9,247432.2,3831.4,3823.0,2593.8,2175671.2,2593.7,1100.1,1100.1,1100.1,6302.0,6298.6,6298.3,2585.6,2586.2,2586.8,6234.8,6235.1,11616.3,11618.3,8127.1,8124.2,8123.0,2086.2,2086.0,2086.6,15321.3,15337.5,15327.0,5700.7,5699.1,5697.8,62860.0,62953.5,2302809.8,2239759.8,7962.9,7958.6,7960.0,4276.9,4276.2,4276.4,1100.4,1100.4,1100.4,3510.8,3511.0,3511.7,7637.5,7634.3,33.799999,27.43,ammonia
142748.7,142946.7,36161.3,36153.3,36163.7,36748.1,36733.0,36738.1,45484.1,45463.7,45490.9,39348.7,39321.3,39302.9,247365.1,245643.4,3830.3,3822.0,2593.1,2235538.2,2593.1,1100.1,1100.1,1100.1,6275.0,6272.4,6268.3,2581.5,2582.0,2583.0,6231.8,6231.2,11609.9,11610.8,8121.8,8122.2,8123.7,2086.7,2087.3,2088.1,15344.4,15354.3,15355.5,5712.2,5715.5,5720.6,63020.8,63051.7,2308636.0,2252091.8,8025.3,8018.8,8018.2,4280.6,4280.3,4280.6,1100.4,1100.4,1100.4,3529.8,3530.1,3531.2,7650.5,7653.0,33.799999,27.42,ammonia
143726.5,143481.2,36461.4,36431.1,36437.5,37048.0,37054.5,37053.8,45599.9,45607.8,45629.0,39677.1,39689.4,39739.3,247991.0,246911.9,3839.8,3832.0,2601.4,2220057.0,2601.9,1100.1,1100.1,1100.0,6429.3,6428.7,6427.0,2603.0,2603.7,2604.3,6253.8,6253.2,11685.7,11686.6,8134.5,8133.9,8134.8,2100.5,2100.2,2100.7,15492.2,15508.0,15501.5,5765.0,5763.2,5768.3,63313.5,63466.8,2287268.0,2324015.2,8112.9,8106.1,8103.2,4286.2,4286.4,4286.2,1100.4,1100.4,1100.4,3546.5,3545.4,3546.1,7659.9,7656.6,33.779999,27.43,ammonia
143024.2,143349.4,36531.8,36528.7,36511.4,37039.0,37006.3,37011.9,45657.5,45667.9,45647.0,39614.3,39628.4,39592.9,246409.1,246922.1,3837.1,3828.2,2599.1,2091650.9,2598.6,1100.1,1100.0,1100.1,6329.6,6329.1,6326.7,2592.3,2593.1,2594.1,6242.6,6241.9,11627.9,11625.9,8131.7,8131.9,8128.9,2091.6,2091.8,2091.9,15383.6,15392.6,15392.0,5722.5,5724.5,5726.4,63053.0,63110.8,2415349.2,2258954.0,8011.7,8007.5,8005.8,4279.7,4279.5,4279.7,1100.4,1100.4,1100.4,3522.4,3523.3,3524.4,7648.1,7648.8,33.790001,27.43,ammonia
143129.6,143512.5,36364.9,36369.0,36401.2,36990.7,37014.1,37000.1,45566.2,45586.2,45621.8,39653.1,39617.5,39606.4,246557.6,247262.0,3839.3,3831.4,2600.8,2109881.5,2601.2,1100.1,1100.0,1100.1,6399.6,6398.0,6395.1,2599.2,2600.0,2600.7,6249.3,6249.7,11662.6,11662.6,8135.1,8130.8,8131.4,2097.3,2097.2,2097.4,15431.3,15426.2,15435.5,5741.3,5746.3,5748.1,63306.4,63227.0,2191347.2,2218396.2,8053.9,8049.0,8045.9,4282.6,4282.1,4282.1,1100.4,1100.4,1100.4,3528.5,3527.7,3528.9,7650.9,7652.7,33.84,27.43,ammonia
142970.8,143606.4,36352.9,36384.8,36309.3,36961.6,36941.2,36910.6,45569.3,45613.6,45584.8,39535.0,39511.1,39528.4,246973.6,246230.0,3836.8,3828.4,2598.7,2162581.5,2598.8,1100.1,1100.0,1100.0,6336.1,6327.1,6322.9,2590.5,2590.7,2590.5,6235.4,6233.9,11610.7,11613.3,8124.5,8124.0,8124.5,2087.2,2086.7,2086.8,15305.4,15299.3,15295.5,5687.2,5693.7,5689.7,62804.7,62851.7,2426218.5,2386675.8,7928.5,7919.5,7915.1,4273.9,4273.7,4273.9,1100.4,1100.3,1100.4,3491.5,3491.0,3491.2,7626.0,7621.8,33.799999,27.43,ammonia
142786.5,143013.9,35874.3,35863.0,35870.2,36558.0,36556.0,36562.9,45384.0,45417.6,45468.7,39173.0,39166.9,39200.1,246547.4,246061.4,3828.7,3820.6,2592.5,2257234.8,2592.1,1100.1,1100.0,1100.0,6254.1,6252.3,6250.2,2581.6,2582.0,2582.2,6228.2,6227.7,11594.9,11590.2,8120.1,8117.0,8115.2,2081.0,2080.7,2081.1,15241.5,15223.3,15230.5,5666.4,5672.6,5673.4,62724.2,62700.7,2246547.0,2266724.5,7874.2,7867.7,7864.8,4271.1,4271.1,4271.1,1100.4,1100.4,1100.4,3485.5,3485.9,3486.2,7615.2,7614.0,33.779999,27.43,ammonia
142433.2,142745.3,35864.6,35870.4,35884.5,36577.9,36571.9,36525.9,45350.0,45393.8,45372.4,39113.1,39184.4,39144.7,247050.8,246480.8,3828.0,3819.9,2591.1,2181674.0,2591.1,1100.1,1100.1,1100.1,6243.8,6241.6,6242.8,2579.0,2579.7,2580.4,6227.1,6226.6,11582.9,11589.5,8118.5,8115.8,8117.0,2079.4,2079.7,2080.3,15238.0,15237.5,15256.2,5675.0,5677.7,5681.7,62775.4,62770.1,2335454.8,2364788.0,7878.8,7873.4,7870.2,4272.0,4271.7,4271.6,1100.4,1100.4,1100.4,3491.6,3492.9,3494.4,7625.5,7626.8,33.810001,27.42,ammonia
142650.8,142903.6,35935.8,35950.1,35929.2,36632.9,36659.6,36690.3,45418.7,45426.9,45404.0,39195.1,39211.6,39219.2,247494.2,246127.8,3830.9,3822.8,2593.7,2202332.8,2594.1,1100.1,1100.1,1100.0,6289.3,6289.7,6287.6,2585.4,2585.7,2585.8,6231.5,6231.2,11619.3,11623.2,8123.8,8120.8,8126.5,2083.8,2083.8,2084.4,15289.0,15301.5,15299.5,5681.5,5685.7,5689.3,62735.2,62921.4,2295678.5,2278480.5,7915.1,7907.4,7906.8,4274.9,4274.5,4274.7,1100.4,1100.4,1100.4,3502.0,3500.8,3502.0,7632.4,7628.9,33.810001,27.43,ammonia
142558.2,143179.7,35974.0,35997.3,35992.6,36706.2,36679.1,36683.6,45411.9,45446.6,45445.9,39239.5,39266.1,39202.2,246742.3,245811.4,3830.6,3822.0,2593.8,2208894.5,2593.6,1100.1,1100.1,1100.0,6278.5,6280.5,6278.1,2584.1,2584.5,2584.8,6230.9,6230.9,11614.6,11611.6,8118.5,8122.4,8119.2,2083.4,2083.0,2083.6,15277.0,15284.6,15291.0,5683.3,5689.3,5692.5,62769.1,62797.0,2234696.0,2352593.2,7914.0,7908.6,7906.7,4274.4,4274.5,4274.4,1100.4,1100.4,1100.4,3499.8,3499.5,3500.7,7624.3,7628.4,33.77,27.450001,ammonia
142755.6,143311.3,36003.8,35974.9,35976.8,36684.0,36670.7,36697.3,45471.2,45450.0,45442.9,39246.1,39260.2,39259.9,247272.2,246092.0,3831.1,3822.6,2593.7,2225054.5,2593.2,1100.1,1100.1,1100.0,6274.7,6277.7,6272.3,2582.4,2583.7,2584.7,6229.7,6226.8,11607.9,11612.2,8121.8,8122.5,8120.9,2081.7,2081.4,2081.7,15268.5,15269.9,15270.3,5682.3,5682.6,5685.7,62720.2,62757.1,2306391.8,2236381.2,7897.0,7888.5,7885.4,4274.4,4274.3,4274.1,1100.4,1100.4,1100.4,3493.9,3493.1,3494.8,7619.8,7620.4,33.799999,27.43,ammonia
142903.6,143342.5,35910.3,35907.9,35952.5,36626.8,36669.8,36679.4,45425.8,45442.5,45428.2,39270.6,39265.8,39293.3,246999.3,245602.7,3831.6,3823.4,2594.3,2262401.0,2594.9,1100.1,1100.1,1100.0,6289.7,6288.7,6287.0,2585.6,2586.4,2586.8,6232.0,6230.1,11629.2,11626.7,8121.9,8124.3,8123.7,2084.2,2084.2,2084.6,15304.2,15306.0,15310.3,5694.8,5699.1,5701.5,62889.4,62960.6,2338217.2,2283745.0,7944.9,7938.7,7937.4,4279.8,4279.2,4279.5,1100.4,1100.3,1100.4,3514.9,3516.1,3518.0,7637.8,7640.1,33.73,27.42,ammonia
142910.5,143183.2,36274.3,36310.9,36300.9,37035.4,36981.4,37031.8,45547.1,45558.3,45567.2,39535.2,39553.1,39544.9,247313.5,245445.1,3836.0,3827.5,2597.6,2162581.5,2597.2,1100.1,1100.1,1100.0,6315.3,6312.8,6310.3,2588.4,2588.7,2589.4,6236.8,6236.5,11631.0,11624.6,8125.7,8125.6,8125.7,2085.3,2085.0,2085.3,15300.7,15301.8,15296.2,5696.1,5695.1,5700.3,62950.9,62821.7,2313138.2,2176469.8,7934.7,7929.6,7926.3,4278.9,4278.2,4277.9,1100.4,1100.4,1100.4,3504.5,3503.6,3504.8,7630.3,7630.3,33.810001,27.43,ammonia
142347.7,143072.6,36058.4,36038.8,36057.7,36737.0,36726.5,36739.6,45488.3,45458.2,45494.4,39309.3,39341.5,39296.8,245562.0,243035.6,3832.0,3823.8,2594.0,2252947.2,2593.5,1100.1,1100.1,1100.0,6257.0,6252.9,6249.2,2581.0,2581.3,2581.5,6228.2,6226.5,11594.5,11597.6,8123.8,8119.9,8121.1,2077.1,2077.2,2077.4,15224.2,15227.7,15210.0,5663.5,5663.3,5670.7,62722.9,62717.6,2185694.0,2274984.5,7881.8,7875.1,7870.6,4275.1,4274.4,4274.9,1100.4,1100.4,1100.4,3491.6,3490.8,3492.1,7621.0,7619.6,33.77,27.42,ammonia
142869.2,142943.2,35834.2,35837.2,35832.5,36523.9,36514.6,36532.9,45399.0,45397.9,45373.8,39096.4,39091.4,39088.2,247019.9,246020.5,3828.3,3820.2,2590.5,2224220.0,2590.9,1100.1,1100.1,1100.1,6238.4,6236.7,6236.3,2579.3,2580.4,2580.6,6229.0,6228.4,11595.0,11596.8,8115.4,8120.5,8118.4,2076.5,2076.8,2076.9,15192.8,15199.7,15191.8,5656.7,5661.0,5657.8,62704.6,62665.8,2205608.8,2275857.5,7862.2,7854.4,7850.1,4274.1,4273.3,4273.4,1100.4,1100.4,1100.4,3484.2,3483.0,3484.4,7615.5,7616.4,33.73,27.43,ammonia
142127.5,142446.9,35716.1,35696.5,35676.5,36360.3,36363.4,36383.7,45323.9,45280.6,45327.6,38949.2,38943.7,38919.6,245653.6,246148.2,3822.9,3814.9,2586.2,2198251.0,2585.9,1100.1,1100.1,1100.0,6131.5,6128.6,6128.1,2566.2,2566.5,2566.5,6213.8,6212.3,11548.8,11546.8,8107.3,8108.0,8109.3,2065.6,2065.4,2065.8,15090.1,15082.7,15096.0,5612.6,5613.6,5615.6,62384.1,62378.8,2250809.8,2309535.0,7756.4,7749.5,7745.8,4268.1,4266.4,4267.6,1100.4,1100.4,1100.4,3461.4,3461.1,3461.4,7602.5,7601.2,33.77,27.43,ammonia
142380.2,143257.6,35455.8,35406.3,35453.9,36105.7,36134.3,36099.6,45234.9,45237.4,45212.0,38668.0,38648.5,38640.9,245780.9,246870.8,3818.2,3810.2,2580.9,1842168.5,2580.7,1100.1,1100.1,1100.1,6063.9,6058.9,6058.1,2556.1,2556.6,2557.1,6204.2,6202.7,11517.0,11515.7,8100.4,8104.3,8104.3,2058.5,2057.8,2058.3,14997.0,14987.5,14991.3,5581.4,5583.2,5586.1,62069.6,62158.9,2345615.2,2407505.8,7690.8,7684.1,7679.1,4264.6,4263.1,4263.9,1100.4,1100.4,1100.4,3448.5,3448.7,3448.7,7591.4,7593.0,33.73,27.450001,ammonia
142352.8,142671.4,35294.3,35290.9,35264.0,35929.2,35938.0,35978.0,45148.4,45137.2,45092.5,38492.4,38453.8,38488.6,246450.0,246778.3,3814.7,3806.4,2578.1,2138795.0,2577.9,1100.1,1100.1,1100.0,6018.4,6015.1,6016.4,2549.6,2549.9,2550.6,6195.9,6194.7,11505.8,11511.9,8097.0,8100.5,8097.9,2052.8,2052.4,2052.8,14963.4,14961.2,14967.4,5561.8,5563.8,5569.0,61984.2,61889.7,2184889.0,2404090.0,7648.0,7639.6,7636.5,4262.2,4262.2,4262.0,1100.4,1100.4,1100.4,3442.4,3441.6,3442.6,7583.0,7583.8,33.75,27.43,ammonia
141996.5,142363.1,35174.9,35205.5,35207.0,35836.3,35845.4,35837.4,45046.0,45066.8,45043.6,38376.0,38383.1,38366.5,245363.9,245898.1,3812.6,3804.7,2575.7,2191347.2,2575.8,1100.1,1100.1,1100.0,5990.9,5988.3,5983.1,2545.1,2545.8,2546.3,6190.7,6190.0,11498.1,11497.9,8092.9,8094.0,8093.9,2049.1,2048.8,2048.8,14930.3,14925.5,14919.8,5545.1,5544.0,5550.0,61851.2,61918.2,2274112.2,2310434.8,7609.9,7603.9,7600.2,4261.1,4260.5,4260.3,1100.4,1100.4,1100.4,3435.4,3434.7,3436.3,7581.4,7579.2,33.740002,27.43,ammonia
141943.8,141950.5,35109.9,35116.1,35109.5,35758.7,35764.8,35770.3,45016.2,45020.2,45009.9,38262.6,38260.6,38261.1,245811.4,245612.9,3811.2,3802.6,2575.1,2232593.0,2575.2,1100.1,1100.1,1100.0,5959.9,5956.0,5953.8,2540.7,2541.7,2542.1,6187.2,6188.2,11489.1,11487.2,8093.4,8092.9,8094.8,2044.4,2044.2,2044.7,14884.6,14891.1,14890.7,5534.7,5531.1,5535.7,61717.2,61819.6,2305495.0,2260676.0,7579.8,7574.1,7571.9,4259.1,4258.7,4259.4,1100.4,1100.4,1100.4,3432.1,3432.3,3433.0,7578.7,7579.2,33.700001,27.42,ammonia
141675.8,141818.1,35065.8,35061.8,35060.5,35714.8,35698.4,35723.2,45004.1,44985.1,44954.0,38228.8,38196.2,38235.1,245719.8,245623.1,3810.0,3801.9,2572.6,2210541.2,2572.6,1100.1,1100.0,1100.1,5955.5,5957.8,5956.7,2540.6,2541.5,2542.3,6190.9,6191.2,11491.5,11496.7,8088.4,8091.2,8097.3,2046.6,2046.8,2047.5,14939.3,14935.5,14938.6,5554.6,5555.6,5562.5,61969.0,62038.8,2281987.5,1933768.4,7619.4,7614.6,7615.9,4262.8,4262.5,4262.2,1100.4,1100.4,1100.4,3450.0,3450.0,3451.4,7596.6,7594.6,33.689999,27.450001,ammonia
142380.2,142798.6,35420.8,35386.8,35432.1,36034.6,36076.2,36139.3,45165.8,45183.0,45188.0,38596.8,38613.1,38623.6,245054.6,246219.8,3821.1,3814.1,2582.7,2208072.2,2583.2,1100.1,1100.1,1100.0,6124.1,6120.1,6118.0,2560.2,2560.7,2561.5,6207.0,6206.7,11573.1,11572.2,8096.2,8094.2,8099.5,2057.3,2056.9,2057.4,15046.8,15051.9,15054.2,5600.8,5602.7,5605.5,62339.7,62387.3,2230913.2,2286386.0,7720.2,7714.4,7711.6,4268.6,4268.4,4269.0,1100.4,1100.4,1100.4,3469.0,3468.9,3470.1,7613.7,7610.1,33.689999,27.43,ammonia
142510.2,143005.3,35555.5,35552.0,35516.3,36237.4,36211.5,36251.5,45218.4,45237.4,45225.4,38701.7,38664.8,38689.8,245064.7,245323.3,3820.0,3811.6,2582.8,2172483.8,2582.2,1100.1,1100.1,1100.1,6071.6,6067.6,6064.3,2554.4,2554.9,2555.0,6202.3,6200.2,11534.6,11541.0,8096.9,8095.4,8095.3,2052.0,2052.1,2052.2,15003.7,15003.8,14997.0,5577.9,5578.4,5582.2,62062.2,62198.4,2299238.8,2354461.2,7667.5,7660.4,7656.1,4265.8,4264.7,4264.7,1100.4,1100.4,1100.4,3455.4,3455.5,3457.1,7600.8,7603.7,33.700001,27.43,ammonia
142527.3,143190.1,35880.7,35907.6,35901.5,36617.8,36604.4,36550.9,45390.8,45419.0,45442.9,39175.4,39137.9,39130.6,246291.3,246788.5,3834.4,3826.3,2595.5,2193778.8,2594.8,1100.1,1100.0,1100.0,6273.9,6271.6,6270.9,2583.4,2584.0,2584.5,6233.3,6232.1,11648.5,11648.3,8124.2,8122.7,8124.1,2077.5,2077.4,2077.5,15298.9,15283.4,15279.7,5679.6,5684.4,5687.0,62971.6,62993.4,2372830.0,2332699.0,7872.1,7865.4,7861.5,4279.6,4279.2,4279.8,1100.4,1100.4,1100.4,3500.5,3500.1,3501.2,7634.3,7636.6,33.720001,27.450001,ammonia
